Gene	UniProt	Domain_Name	Start	End
MAST2	MAST2	PDZ	1104	1192
MAST3	MAST3	Protein kinase	367	640
MAST3	MAST3	AGC-kinase C-terminal	641	712
MAST3	MAST3	PDZ	950	1038
MAST4	MAST4	Protein kinase	570	843
MAST4	MAST4	AGC-kinase C-terminal	844	916
MAST4	MAST4	PDZ	1141	1229
MAMSTR	MASTR	SAP	172	206
MNAT1	MAT1	UIM	142	161
MATK	MATK	SH3	48	110
MATK	MATK	SH2	122	211
MATK	MATK	Protein kinase	235	482
MATN1	MATN1	VWFA 1	23	222
MATN1	MATN1	EGF-like	223	263
MATN1	MATN1	VWFA 2	264	453
MATN2	MATN2	VWFA 1	57	232
MATN2	MATN2	EGF-like 1	238	278
MATN2	MATN2	EGF-like 2	279	319
MATN2	MATN2	EGF-like 3	320	360
MATN2	MATN2	EGF-like 4	361	401
MATN2	MATN2	EGF-like 5	402	442
MATN2	MATN2	EGF-like 6	443	483
MATN2	MATN2	EGF-like 7	484	524
MATN2	MATN2	EGF-like 8	525	565
MATN2	MATN2	EGF-like 9	566	606
MATN2	MATN2	EGF-like 10	607	647
MATN2	MATN2	VWFA 2	655	830
MATN3	MATN3	VWFA	83	258
MATN3	MATN3	EGF-like 1	264	305
MATN3	MATN3	EGF-like 2	306	347
MATN3	MATN3	EGF-like 3	348	389
MATN3	MATN3	EGF-like 4	390	431
MATN4	MATN4	VWFA 1	34	213
MATN4	MATN4	EGF-like 1; incomplete	215	255
MATN4	MATN4	EGF-like 2	256	292
MATN4	MATN4	EGF-like 3	297	337
MATN4	MATN4	EGF-like 4	342	377
MATN4	MATN4	VWFA 2	386	561
MATR3	MATR3	RRM 1	398	473
MATR3	MATR3	RRM 2	496	571
MAVS	MAVS	CARD	10	77
MAX	MAX	bHLH	23	74
MVB12A	MB12A	MABP	9	151
MVB12A	MB12A	UMA	215	265
MVB12B	MB12B	MABP	47	193
MVB12B	MB12B	UMA	254	303
MBD1	MBD1	MBD	1	69
MBD2	MBD2	MBD	145	213
MBD3	MBD3	MBD	1	72
MBD4	MBD4	MBD	76	148
MBD5	MBD5	MBD	11	81
MBD5	MBD5	PWWP	1385	1409
MBD6	MBD6	MBD	11	81
MBL2	MBL2	Collagen-like	42	99
MBL2	MBL2	C-type lectin	134	245
MYBPHL	MBPHL	Ig-like C2-type 1	45	139
MYBPHL	MBPHL	Fibronectin type-III	148	238
MYBPHL	MBPHL	Ig-like C2-type 2	261	345
MBTPS1	MBTP1	Peptidase S8	190	472
EEF1E1	MCA3	GST C-terminal	50	173
ATF7IP	MCAF1	Fibronectin type-III	1160	1270
ATF7IP2	MCAF2	Fibronectin type-III	575	680
MCCC1	MCCA	Biotin carboxylation	48	494
MCCC1	MCCA	ATP-grasp	167	364
MCCC1	MCCA	Biotinyl-binding	643	715
MCCC2	MCCB	CoA carboxyltransferase N-terminal	49	306
MCCC2	MCCB	CoA carboxyltransferase C-terminal	309	555
RNGTT	MCE1	Tyrosine-protein phosphatase	25	183
MCEE	MCEE	VOC	47	176
RNMT	MCES	mRNA cap 0 methyltransferase	167	475
MCF2L	MCF2L	CRAL-TRIO	52	224
MCF2L	MCF2L	DH	631	811
MCF2L	MCF2L	PH	829	945
MCF2L	MCF2L	SH3	1055	1116
MCF2	MCF2	CRAL-TRIO	1	88
MCF2	MCF2	DH	495	675
MCF2	MCF2	PH	687	809
MCFD2	MCFD2	EF-hand 1	68	103
MCFD2	MCFD2	EF-hand 2	116	146
MCM2	MCM2	MCM	473	679
MCM3	MCM3	MCM	295	502
MCM4	MCM4	MCM	458	667
MCM5	MCM5	MCM	331	537
MCM6	MCM6	MCM	346	553
MCM7	MCM7	MCM	332	538
MCM8	MCM8	MCM	402	609
MCM9	MCM9	MCM	300	505
MCMDC2	MCMD2	MCM	533	621
MCPH1	MCPH1	BRCT 1	1	93
MCPH1	MCPH1	BRCT 2	640	730
MCPH1	MCPH1	BRCT 3	751	833
CD46	MCP	Sushi 1	35	96
CD46	MCP	Sushi 2	97	159
CD46	MCP	Sushi 3	160	225
CD46	MCP	Sushi 4	226	285
MCRS1	MCRS1	FHA	363	419
NR3C2	MCR	NR LBD	726	964
MCTP1	MCTP1	C2 1	242	360
MCTP1	MCTP1	C2 2	452	569
MCTP1	MCTP1	C2 3	603	724
MCTP2	MCTP2	C2 1	177	292
MCTP2	MCTP2	C2 2	334	452
MCTP2	MCTP2	C2 3	494	607
MCTS1	MCTS1	PUA	92	171
MCTS2	MCTS2	PUA	92	171
MAD2L1	MD2L1	HORMA	14	197
MAD2L2	MD2L2	HORMA	13	203
MDC1	MDC1	FHA	54	105
MDC1	MDC1	BRCT 1	1892	1970
MDC1	MDC1	BRCT 2	1991	2082
MIDEAS	MDEAS	ELM2	721	813
MIDEAS	MDEAS	SANT	828	879
MDFIC2	MDFI2	MDFI	28	188
MDFIC	MDFIC	MDFI	74	246
MDFI	MDFI	MDFI	99	246
MDGA1	MDGA1	Ig-like 1	24	123
MDGA1	MDGA1	Ig-like 2	132	230
MDGA1	MDGA1	Ig-like 3	240	323
MDGA1	MDGA1	Ig-like 4	338	432
MDGA1	MDGA1	Ig-like 5	440	532
MDGA1	MDGA1	Ig-like 6	539	631
MDGA1	MDGA1	Fibronectin type-III	643	743
MDGA1	MDGA1	MAM	751	918
MDGA2	MDGA2	Ig-like 1	27	127
MDGA2	MDGA2	Ig-like 2	134	232
MDGA2	MDGA2	Ig-like 3	242	328
MDGA2	MDGA2	Ig-like 4	340	436
MDGA2	MDGA2	Ig-like 5	442	533
MDGA2	MDGA2	Ig-like 6	540	627
MDGA2	MDGA2	Fibronectin type-III	638	739
MDGA2	MDGA2	MAM	746	921
MDM2	MDM2	SWIB/MDM2	26	109
MDM4	MDM4	SWIB/MDM2	25	108
MDN1	MDN1	VWFA	5384	5583
ABCB1	MDR1	ABC transmembrane type-1 1	51	357
ABCB1	MDR1	ABC transporter 1	392	628
ABCB1	MDR1	ABC transmembrane type-1 2	711	1000
ABCB1	MDR1	ABC transporter 2	1035	1273
ABCB4	MDR3	ABC transmembrane type-1 1	57	359
ABCB4	MDR3	ABC transporter 1	394	630
ABCB4	MDR3	ABC transmembrane type-1 2	711	999
ABCB4	MDR3	ABC transporter 2	1034	1279
MEIS3P1	ME3L1	MEIS N-terminal	12	65
MEIS3P2	ME3L2	MEIS N-terminal	96	149
MEAK7	MEAK7	TLDc	244	412
MECOM	MECOM	SET	78	190
MECP2	MECP2	MBD	90	162
MED26	MED26	TFIIS N-terminal	10	87
MEF2A	MEF2A	MADS-box	3	57
MEF2B	MEF2B	MADS-box	3	57
MEF2C	MEF2C	MADS-box	3	57
MEF2D	MEF2D	MADS-box	3	57
MEFV	MEFV	Pyrin	1	92
MEFV	MEFV	B30.2/SPRY	580	775
MEGF10	MEG10	EMI	30	107
MEGF10	MEG10	EGF-like 1	106	136
MEGF10	MEG10	EGF-like 2	144	179
MEGF10	MEG10	EGF-like 3	187	222
MEGF10	MEG10	EGF-like 4	230	265
MEGF10	MEG10	EGF-like 5	278	308
MEGF10	MEG10	EGF-like 6	316	351
MEGF10	MEG10	EGF-like 7	405	440
MEGF10	MEG10	EGF-like 8	453	483
MEGF10	MEG10	EGF-like 9	491	526
MEGF10	MEG10	EGF-like 10	539	569
MEGF10	MEG10	EGF-like 11	577	612
MEGF10	MEG10	EGF-like 12	665	700
MEGF10	MEG10	EGF-like 13	713	743
MEGF10	MEG10	EGF-like 14	751	786
MEGF10	MEG10	EGF-like 15	799	829
MEGF11	MEG11	EMI	24	101
MEGF11	MEG11	EGF-like 1	95	130
MEGF11	MEG11	EGF-like 2	143	173
MEGF11	MEG11	EGF-like 3	181	216
MEGF11	MEG11	EGF-like 4	224	259
MEGF11	MEG11	EGF-like 5	267	302
MEGF11	MEG11	EGF-like 6	310	345
MEGF11	MEG11	EGF-like 7	399	434
MEGF11	MEG11	EGF-like 8	442	477
MEGF11	MEG11	EGF-like 9	490	520
MEGF11	MEG11	EGF-like 10	571	606
MEGF11	MEG11	EGF-like 11	659	694
MEGF11	MEG11	EGF-like 12	707	737
MEGF11	MEG11	EGF-like 13	750	780
MEGF11	MEG11	EGF-like 14	788	823
MEGF6	MEGF6	EMI	44	125
MEGF6	MEGF6	EGF-like 1	124	159
MEGF6	MEGF6	EGF-like 2; calcium-binding	161	201
MEGF6	MEGF6	EGF-like 3	206	242
MEGF6	MEGF6	EGF-like 4	238	284
MEGF6	MEGF6	EGF-like 5; calcium-binding	285	325
MEGF6	MEGF6	EGF-like 6	335	370
MEGF6	MEGF6	EGF-like 7	375	411
MEGF6	MEGF6	EGF-like 8; calcium-binding	412	452
MEGF6	MEGF6	EGF-like 9	516	552
MEGF6	MEGF6	EGF-like 10	560	595
MEGF6	MEGF6	EGF-like 11	603	638
MEGF6	MEGF6	EGF-like 12	736	770
MEGF6	MEGF6	EGF-like 13	783	814
MEGF6	MEGF6	EGF-like 14	822	857
MEGF6	MEGF6	EGF-like 15	865	901
MEGF6	MEGF6	EGF-like 16	909	944
MEGF6	MEGF6	EGF-like 17	955	987
MEGF6	MEGF6	EGF-like 18	995	1030
MEGF6	MEGF6	EGF-like 19	1038	1073
MEGF6	MEGF6	EGF-like 20	1081	1116
MEGF6	MEGF6	EGF-like 21	1124	1159
MEGF6	MEGF6	EGF-like 22	1211	1246
MEGF6	MEGF6	EGF-like 23	1254	1289
MEGF6	MEGF6	EGF-like 24	1297	1332
MEGF6	MEGF6	EGF-like 25	1345	1375
MEGF6	MEGF6	EGF-like 26	1383	1418
MEGF6	MEGF6	EGF-like 27	1469	1504
MEGF8	MEGF8	CUB 1	30	140
MEGF8	MEGF8	EGF-like 1	138	168
MEGF8	MEGF8	EGF-like 2	170	203
MEGF8	MEGF8	PSI 1	561	613
MEGF8	MEGF8	PSI 2	847	899
MEGF8	MEGF8	PSI 3	900	947
MEGF8	MEGF8	EGF-like 3; calcium-binding	1074	1115
MEGF8	MEGF8	Laminin EGF-like 1	1163	1210
MEGF8	MEGF8	Laminin EGF-like 2	1211	1261
MEGF8	MEGF8	CUB 2	1263	1405
MEGF8	MEGF8	EGF-like 4	1403	1445
MEGF8	MEGF8	PSI 4	1876	1916
MEGF8	MEGF8	PSI 5	1924	1979
MEGF8	MEGF8	PSI 6	2060	2118
MEGF8	MEGF8	PSI 7	2120	2177
MEGF8	MEGF8	EGF-like 5	2178	2216
MEGF8	MEGF8	Laminin EGF-like 3	2253	2301
MEGF8	MEGF8	Laminin EGF-like 4	2380	2443
MEGF9	MEGF9	Laminin EGF-like 1	204	253
MEGF9	MEGF9	Laminin EGF-like 2	254	300
MEGF9	MEGF9	Laminin EGF-like 3	301	348
MEGF9	MEGF9	Laminin EGF-like 4	349	399
MEGF9	MEGF9	Laminin EGF-like 5	400	451
MEIOSIN	MEIOS	bHLH	62	116
MEIS1	MEIS1	MEIS N-terminal	108	192
MEIS2	MEIS2	MEIS N-terminal	110	193
MEIS3	MEIS3	MEIS N-terminal	96	179
MELK	MELK	Protein kinase	11	263
MELK	MELK	KA1	602	651
MLPH	MELPH	RabBD	4	124
VEPH1	MELT	PH	716	819
MEP1A	MEP1A	Peptidase M12A	66	260
MEP1A	MEP1A	MAM	264	433
MEP1A	MEP1A	MATH	434	593
MEP1A	MEP1A	EGF-like	670	710
MEP1B	MEP1B	Peptidase M12A	62	256
MEP1B	MEP1B	MAM	260	429
MEP1B	MEP1B	MATH	430	585
MEP1B	MEP1B	EGF-like	604	644
MEPCE	MEPCE	Bin3-type SAM	431	686
BMERB1	MERB1	bMERB	3	150
NF2	MERL	FERM	22	311
MERTK	MERTK	Ig-like C2-type 1	81	186
MERTK	MERTK	Ig-like C2-type 2	197	273
MERTK	MERTK	Fibronectin type-III 1	286	381
MERTK	MERTK	Fibronectin type-III 2	386	484
MERTK	MERTK	Protein kinase	587	858
HDDC3	MESH1	HD	32	127
MESP1	MESP1	bHLH	82	136
MESP2	MESP2	bHLH	81	135
MEST	MEST	AB hydrolase-1	71	310
MTR	METH	Hcy-binding	19	338
MTR	METH	Pterin-binding	371	632
MTR	METH	B12-binding N-terminal	662	759
MTR	METH	B12-binding	772	907
MTR	METH	AdoMet activation	923	1265
MET	MET	Sema	27	515
MET	MET	IPT/TIG 1	563	655
MET	MET	IPT/TIG 2	657	739
MET	MET	IPT/TIG 3	742	836
MET	MET	Protein kinase	1078	1345
MEX3A	MEX3A	KH 1	132	193
MEX3A	MEX3A	KH 2	223	284
MEX3B	MEX3B	KH 1	66	127
MEX3B	MEX3B	KH 2	160	221
MEX3C	MEX3C	KH 1	232	293
MEX3C	MEX3C	KH 2	326	387
MEX3D	MEX3D	KH 1	179	240
MEX3D	MEX3D	KH 2	273	334
MCF2L2	MF2L2	CRAL-TRIO	11	193
MCF2L2	MF2L2	DH	619	822
MCF2L2	MF2L2	PH	834	954
MFAP3L	MFA3L	Ig-like C2-type	47	141
MFAP2	MFAP2	ShKT	153	183
MFAP3	MFAP3	Ig-like C2-type	45	137
MFAP4	MFAP4	Fibrinogen C-terminal	32	255
MFGE8	MFGM	EGF-like	24	67
MFGE8	MFGM	F5/8 type C 1	70	225
MFGE8	MFGM	F5/8 type C 2	230	387
MFHAS1	MFHA1	Roc	403	649
MFN1	MFN1	Dynamin-type G	72	321
MFN2	MFN2	Dynamin-type G	93	342
MFRP	MFRP	CUB 1	144	253
MFRP	MFRP	LDL-receptor class A 1	259	295
MFRP	MFRP	CUB 2	301	414
MFRP	MFRP	LDL-receptor class A 2	420	455
MFRP	MFRP	FZ	461	579
MGAM2	MGAL	P-type 1	41	88
MGAM2	MGAL	P-type 2	904	950
MGA	MGAP	bHLH	2423	2474
MGAM	MGA	P-type 1	88	134
MGAM	MGA	P-type 2	954	1000
MGAM	MGA	P-type 3	1850	1896
MGP	MGP	Gla	51	97
MIF4GD	MI4GD	MIF4G	3	205
MIA2	MIA2	SH3	39	101
CHCHD4	MIA40	CHCH	61	105
MIA	MIA	SH3	43	113
MIB1	MIB1	MIB/HERC2 1	6	74
MIB1	MIB1	MIB/HERC2 2	143	221
MIB2	MIB2	MIB/HERC2 1	1	80
MIB2	MIB2	MIB/HERC2 2	149	227
CHCHD3	MIC19	CHCH	180	222
CHCHD6	MIC25	CHCH	194	235
MICAL1	MICA1	Calponin-homology (CH)	508	612
MICAL1	MICA1	LIM zinc-binding	695	757
MICAL1	MICA1	bMERB	918	1067
MICAL2	MICA2	Calponin-homology (CH)	516	619
MICAL2	MICA2	LIM zinc-binding	1000	1062
MICAL2	MICA2	bMERB	1796	1945
MICAL3	MICA3	Calponin-homology (CH)	518	624
MICAL3	MICA3	LIM zinc-binding	762	824
MICAL3	MICA3	bMERB	1841	1990
MICA	MICA	Ig-like C1-type	207	296
MICB	MICB	Ig-like C1-type	207	298
MICU1	MICU1	EF-hand 1	218	253
MICU1	MICU1	EF-hand 2	408	443
MICU2	MICU2	EF-hand 1	172	207
MICU2	MICU2	EF-hand 2; degenerate	227	262
MICU2	MICU2	EF-hand 3; degenerate	293	328
MICU2	MICU2	EF-hand 4	362	397
MICU3	MICU3	EF-hand 1	232	267
MICU3	MICU3	EF-hand 2; degenerate	401	436
MICU3	MICU3	EF-hand 3	470	505
MIDN	MIDN	Ubiquitin-like	31	105
MIER1	MIER1	ELM2	180	278
MIER1	MIER1	SANT	283	335
MIER2	MIER2	ELM2	195	292
MIER2	MIER2	SANT	297	349
MIER3	MIER3	ELM2	174	272
MIER3	MIER3	SANT	277	329
MICALL1	MILK1	Calponin-homology (CH)	2	108
MICALL1	MILK1	LIM zinc-binding	162	225
MICALL1	MILK1	bMERB	671	818
MICALL2	MILK2	Calponin-homology (CH)	1	107
MICALL2	MILK2	LIM zinc-binding	186	248
MICALL2	MILK2	bMERB	723	874
MILR1	MILR1	Ig-like C2-type 1	35	118
MILR1	MILR1	Ig-like C2-type 2	128	213
MINK1	MINK1	Protein kinase	25	289
MINK1	MINK1	CNH	1019	1306
SPEN	MINT	RRM 1	6	81
SPEN	MINT	RRM 2	335	415
SPEN	MINT	RRM 3	438	513
SPEN	MINT	RRM 4	517	589
SPEN	MINT	RID	2201	2707
SPEN	MINT	SPOC	3498	3664
RHOT1	MIRO1	Miro 1	2	168
RHOT1	MIRO1	EF-hand 1	184	219
RHOT1	MIRO1	EF-hand 2	304	339
RHOT1	MIRO1	Miro 2	416	579
RHOT2	MIRO2	Miro 1	2	168
RHOT2	MIRO2	EF-hand 1	184	219
RHOT2	MIRO2	EF-hand 2	304	339
RHOT2	MIRO2	Miro 2	414	576
MITD1	MITD1	MIT	8	86
MITF	MITF	bHLH	311	364
ABCB8	MITOS	ABC transmembrane type-1	150	437
ABCB8	MITOS	ABC transporter	472	709
MAPK1	MK01	Protein kinase	25	313
MAPK3	MK03	Protein kinase	42	330
MAPK4	MK04	Protein kinase	20	312
MAPK6	MK06	Protein kinase	20	316
MAPK7	MK07	Protein kinase	55	347
MAPK8	MK08	Protein kinase	26	321
MAPK9	MK09	Protein kinase	26	321
MAPK10	MK10	Protein kinase	64	359
MAPK11	MK11	Protein kinase	24	308
MAPK12	MK12	Protein kinase	27	311
MAPK13	MK13	Protein kinase	25	308
MAPK14	MK14	Protein kinase	24	308
MAPK15	MK15	Protein kinase	13	304
NIFK	MK67I	RRM	45	123
MKLN1	MKLN1	LisH	172	204
MKLN1	MKLN1	CTLH	206	258
MKNK1	MKNK1	Protein kinase	49	374
MKNK2	MKNK2	Protein kinase	84	388
MKS1	MKS1	C2 B9-type	311	439
MYL12A	ML12A	EF-hand 1	28	63
MYL12A	ML12A	EF-hand 2	97	132
MYL12A	ML12A	EF-hand 3	133	168
MYL12B	ML12B	EF-hand 1	29	64
MYL12B	ML12B	EF-hand 2	98	133
MYL12B	ML12B	EF-hand 3	134	169
MLKL	MLKL	Protein kinase	194	469
MYL7	MLRA	EF-hand 1	32	67
MYL7	MLRA	EF-hand 2	102	137
MYL7	MLRA	EF-hand 3	138	173
MYL2	MLRV	EF-hand 1	24	59
MYL2	MLRV	EF-hand 2	94	129
MYL2	MLRV	EF-hand 3	130	165
MLXIP	MLXIP	bHLH	719	769
MLXIPL	MLXPL	bHLH	649	703
MLX	MLX	bHLH	129	187
MMEL1	MMEL1	Peptidase M13	88	779
MMP23B	MMP23	ShKT	255	289
MMP23B	MMP23	Ig-like C2-type	295	380
MMP2	MMP2	Fibronectin type-II 1	228	276
MMP2	MMP2	Fibronectin type-II 2	286	334
MMP2	MMP2	Fibronectin type-II 3	344	392
MMP9	MMP9	Fibronectin type-II 1	225	273
MMP9	MMP9	Fibronectin type-II 2	283	331
MMP9	MMP9	Fibronectin type-II 3	342	390
MMRN1	MMRN1	EMI	207	282
MMRN1	MMRN1	EGF-like	1041	1077
MMRN1	MMRN1	C1q	1096	1228
MMRN2	MMRN2	EMI	54	132
MMRN2	MMRN2	C1q	821	949
MNDA	MNDA	Pyrin	1	88
MNDA	MNDA	HIN-200	196	394
MNT	MNT	bHLH	220	271
CD200R1	MO2R1	Ig-like C2-type	160	251
CD200R1L	MO2R2	Ig-like V-type	46	132
CD200R1L	MO2R2	Ig-like C2-type	133	221
MORF4L1	MO4L1	Tudor-knot	12	51
MORF4L1	MO4L1	MRG	191	362
MORF4L2	MO4L2	MRG	117	288
MOCOS	MOCOS	MOSC	706	867
MOCS1	MOCS1	Radical SAM core	64	277
MOCS3	MOCS3	Rhodanese	347	458
MSN	MOES	FERM	2	295
MOG	MOG	Ig-like V-type	32	145
MOK	MOK	Protein kinase	4	285
MOS	MOS	Protein kinase	60	341
MOXD1	MOXD1	DOMON	35	148
MOXD2P	MOXD2	DOMON	40	156
MAP2K1	MP2K1	Protein kinase	68	361
MAP2K2	MP2K2	Protein kinase	72	369
MAP2K3	MP2K3	Protein kinase	64	325
MAP2K4	MP2K4	Protein kinase	102	367
MAP2K5	MP2K5	PB1	18	109
MAP2K5	MP2K5	Protein kinase	166	409
MAP2K6	MP2K6	Protein kinase	53	314
MAP2K7	MP2K7	Protein kinase	120	380
MPDZ	MPDZ	L27	1	63
MPDZ	MPDZ	PDZ 1	137	224
MPDZ	MPDZ	PDZ 2	257	337
MPDZ	MPDZ	PDZ 3	377	463
MPDZ	MPDZ	PDZ 4	553	634
MPDZ	MPDZ	PDZ 5	700	786
MPDZ	MPDZ	PDZ 6	1008	1089
MPDZ	MPDZ	PDZ 7	1151	1243
MPDZ	MPDZ	PDZ 8	1350	1433
MPDZ	MPDZ	PDZ 9	1483	1564
MPDZ	MPDZ	PDZ 10	1629	1712
MPDZ	MPDZ	PDZ 11	1725	1807
MPDZ	MPDZ	PDZ 12	1862	1948
MPDZ	MPDZ	PDZ 13	1987	2070
MPEG1	MPEG1	MACPF	30	345
CDC25A	MPIP1	Rhodanese	376	482
CDC25B	MPIP2	Rhodanese	431	538
CDC25C	MPIP3	Rhodanese	321	428
MPND	MPND	RAMA	71	166
MPND	MPND	MPN	272	407
MPP2	MPP2	L27 1	8	60
MPP2	MPP2	L27 2	84	142
MPP2	MPP2	PDZ	185	240
MPP2	MPP2	SH3	249	317
MPP2	MPP2	Guanylate kinase-like	374	561
MPP3	MPP3	L27 1	6	60
MPP3	MPP3	L27 2	61	118
MPP3	MPP3	PDZ	137	212
MPP3	MPP3	SH3	226	296
MPP3	MPP3	Guanylate kinase-like	385	570
MPP4	MPP4	L27 1	24	80
MPP4	MPP4	L27 2	87	137
MPP4	MPP4	PDZ	154	235
MPP4	MPP4	SH3	242	312
MPP4	MPP4	Guanylate kinase-like	427	616
MPP7	MPP7	L27 1	10	65
MPP7	MPP7	L27 2	67	122
MPP7	MPP7	PDZ	139	220
MPP7	MPP7	SH3	228	298
MPP7	MPP7	Guanylate kinase-like	368	560
MPHOSPH8	MPP8	Chromo	59	118
M6PR	MPRD	MRH	30	181
MPRIP	MPRIP	PH 1	43	150
MPRIP	MPRIP	PH 2	387	483
IGF2R	MPRI	MRH 1	47	163
IGF2R	MPRI	MRH 2	172	320
IGF2R	MPRI	MRH 3	326	468
IGF2R	MPRI	MRH 4	473	619
IGF2R	MPRI	MRH 5	625	762
IGF2R	MPRI	MRH 6	765	924
IGF2R	MPRI	MRH 7	932	1079
IGF2R	MPRI	MRH 8	1082	1219
IGF2R	MPRI	MRH 9	1225	1363
IGF2R	MPRI	MRH 10	1367	1508
IGF2R	MPRI	MRH 11	1514	1648
IGF2R	MPRI	MRH 12	1650	1797
IGF2R	MPRI	Fibronectin type-II	1802	1989
IGF2R	MPRI	MRH 14	1992	2127
IGF2R	MPRI	MRH 15	2135	2280
MPTX1	MPTX	Pentraxin (PTX)	1	137
MPDU1	MPU1	PQ-loop 1	39	105
MPDU1	MPU1	PQ-loop 2	159	216
MPZL1	MPZL1	Ig-like V-type	36	146
MPZL2	MPZL2	Ig-like V-type	27	141
MPZL3	MPZL3	Ig-like V-type	32	148
MRC1	MRC1	Ricin B-type lectin	22	142
MRC1	MRC1	Fibronectin type-II	163	211
MRC1	MRC1	C-type lectin 1	225	341
MRC1	MRC1	C-type lectin 2	369	487
MRC1	MRC1	C-type lectin 3	511	626
MRC1	MRC1	C-type lectin 4	655	778
MRC1	MRC1	C-type lectin 5	807	923
MRC1	MRC1	C-type lectin 6	952	1080
MRC1	MRC1	C-type lectin 7	1102	1213
MRC1	MRC1	C-type lectin 8	1241	1356
MRC2	MRC2	Ricin B-type lectin	41	167
MRC2	MRC2	Fibronectin type-II	182	230
MRC2	MRC2	C-type lectin 1	244	360
MRC2	MRC2	C-type lectin 2	389	505
MRC2	MRC2	C-type lectin 3	528	644
MRC2	MRC2	C-type lectin 4	678	809
MRC2	MRC2	C-type lectin 5	832	951
MRC2	MRC2	C-type lectin 6	979	1107
MRC2	MRC2	C-type lectin 7	1132	1243
MRC2	MRC2	C-type lectin 8	1273	1393
CDC42BPA	MRCKA	Protein kinase	77	343
CDC42BPA	MRCKA	AGC-kinase C-terminal	344	414
CDC42BPA	MRCKA	PH	1082	1201
CDC42BPA	MRCKA	CNH	1227	1499
CDC42BPA	MRCKA	CRIB	1571	1584
CDC42BPB	MRCKB	Protein kinase	76	342
CDC42BPB	MRCKB	AGC-kinase C-terminal	343	413
CDC42BPB	MRCKB	PH	1095	1214
CDC42BPB	MRCKB	CNH	1240	1513
CDC42BPB	MRCKB	CRIB	1583	1596
CDC42BPG	MRCKG	Protein kinase	71	337
CDC42BPG	MRCKG	AGC-kinase C-terminal	338	408
CDC42BPG	MRCKG	PH	947	1066
CDC42BPG	MRCKG	CNH	1092	1366
CDC42BPG	MRCKG	CRIB	1437	1450
MTRES1	MRES1	S4 RNA-binding	142	217
MYRFL	MRFL	Peptidase S74	451	559
ABCC1	MRP1	ABC transmembrane type-1 1	325	608
ABCC1	MRP1	ABC transporter 1	644	868
ABCC1	MRP1	ABC transmembrane type-1 2	975	1256
ABCC1	MRP1	ABC transporter 2	1293	1527
ABCC2	MRP2	ABC transmembrane type-1 1	322	605
ABCC2	MRP2	ABC transporter 1	637	861
ABCC2	MRP2	ABC transmembrane type-1 2	979	1264
ABCC2	MRP2	ABC transporter 2	1300	1534
ABCC3	MRP3	ABC transmembrane type-1 1	311	594
ABCC3	MRP3	ABC transporter 1	629	851
ABCC3	MRP3	ABC transmembrane type-1 2	971	1252
ABCC3	MRP3	ABC transporter 2	1291	1523
ABCC4	MRP4	ABC transmembrane type-1 1	92	377
ABCC4	MRP4	ABC transporter 1	410	633
ABCC4	MRP4	ABC transmembrane type-1 2	714	1005
ABCC4	MRP4	ABC transporter 2	1041	1274
ABCC5	MRP5	ABC transmembrane type-1 1	179	459
ABCC5	MRP5	ABC transporter 1	562	783
ABCC5	MRP5	ABC transmembrane type-1 2	859	1155
ABCC5	MRP5	ABC transporter 2	1193	1427
ABCC6	MRP6	ABC transmembrane type-1 1	311	593
ABCC6	MRP6	ABC transporter 1	629	853
ABCC6	MRP6	ABC transmembrane type-1 2	947	1228
ABCC6	MRP6	ABC transporter 2	1265	1499
ABCC10	MRP7	ABC transmembrane type-1 1	285	563
ABCC10	MRP7	ABC transporter 1	598	824
ABCC10	MRP7	ABC transmembrane type-1 2	885	1210
ABCC10	MRP7	ABC transporter 2	1246	1479
ABCC11	MRP8	ABC transmembrane type-1 1	164	443
ABCC11	MRP8	ABC transporter 1	508	732
ABCC11	MRP8	ABC transmembrane type-1 2	808	1071
ABCC11	MRP8	ABC transporter 2	1141	1375
ABCC12	MRP9	ABC transmembrane type-1 1	123	403
ABCC12	MRP9	ABC transporter 1	467	701
ABCC12	MRP9	ABC transmembrane type-1 2	795	1082
ABCC12	MRP9	ABC transporter 2	1120	1354
PRORP	MRPP3	PRORP	342	578
MRTFA	MRTFA	SAP	347	381
MRTFB	MRTFB	SAP	389	423
MIS18A	MS18A	Mis18	80	178
OIP5	MS18B	Mis18	75	174
MSL3	MS3L1	Tudor-knot	13	71
MSL3	MS3L1	MRG	168	517
MSL3B	MS3L2	MRG	2	350
MSANTD1	MSD1	Myb-like	44	129
MSANTD2	MSD2	Myb-like	103	173
MSANTD3	MSD3	Myb-like	13	78
MSANTD4	MSD4	Myb-like	4	77
MSANTD7	MSD7	Myb-like	11	70
MSGN1	MSGN1	bHLH	124	178
MSH6	MSH6	PWWP	92	154
MSI1	MSI1H	RRM 1	20	110
MSI1	MSI1H	RRM 2	109	186
MSI2	MSI2H	RRM 1	21	111
MSI2	MSI2H	RRM 2	110	187
MSL1	MSL1	PEHE	472	591
MSL2	MSL2	CXC MSL2-type	457	508
MSMO1	MSMO1	Fatty acid hydroxylase	145	274
MOSPD1	MSPD1	MSP	16	143
MOSPD2	MSPD2	CRAL-TRIO	82	239
MOSPD2	MSPD2	MSP	327	445
MOSPD3	MSPD3	MSP	33	145
MSRB1	MSRB1	MsrB	1	106
MSRB2	MSRB2	MsrB	51	180
